"game_lang_code","context","EN","DE","FR","IT","ES","RU","JP","PB","CN"
"These larvae will grow safely in the nest, despite the best attempts of the fire ants.","Nurse ant","These larvae will grow safely in the nest, despite the best attempts of the fire ants.","Den Bemühungen der Feuerameisen zum Trotz werden die Larven im Nest sicher wachsen.","Ces larves pourront grandir en sécurité dans la fourmilière, à l'abri des attaques des fourmis rouges.","Le formiche rosse ci hanno provato, ma queste larve riceveranno le cure che meritano.","Larba hauek habiaren babespean haziko dira, suzko inurrien asmo txarretatik seguru.","Теперь личинки смогут безопасно расти в муравейнике, несмотря на все козни огненных муравьев.","この子たちも これで、すの中で あんぜんに そだつでしょう。ヒアリの思いどおりには いきませんでしたね。","Essas larvas agora vão crescer em segurança no ninho, apesar dos esforços das formigas-de-fogo.","尽管火蚁们试图毁灭我们，但这些幼虫会在蚁巢里安全成长。"
"These larvae will soon grow into big, strong ants!","Nurse ant","These larvae will soon grow into big, strong ants!","Bald werden aus den Larven große, starke Ameisen!","Elles deviendront bientôt grandes et fortes !","Presto, diventeranno formiche grandi e forti!","Larba hauek laster hazi eta inurri handi eta indartsu bihurtuko dira!","Эти личинки скоро станут большими и сильными муравьями!","きっと大きく りっぱなアリたちに そだちますよ！","Em breve, essas larvas vão virar formigas formidáveis!","这些幼虫很快就会成长为高大健壮的蚂蚁！"
"The colony owes you a great debt.","Nurse ant","The colony owes you a great debt.","Die Kolonie steht tief in deiner Schuld.","La colonie te doit une fière chandelle.","La colonia è in debito con te.","Kolonia zorretan dago zurekin.","Вся колония перед тобой в долгу.","なかま いちどう、ごおんは わすれません。","A colônia inteira te agradece.","蚁群欠你一个大人情。"
"Greetings Comrade! Did Comrade Mark recruit you from the surface?","Carl the ant","Greetings Comrade! Did Comrade Mark recruit you from the surface?","Grüße, Genossin. Hat dich Genossin Mark von der Oberfläche rekrutiert?","Salutations camarade ! Tu as été recrutée à la surface par notre camarade Mark ?","Salve, compagna! Ti ha reclutato il compagno Mark in superficie?","Kaixo, burkide! Mark burkideak errekrutatu zaitu lurrazalean?","Здравствуй, товарищ! Тебя отправила сюда с поверхности товарищ Марк?","やあ！　同志（どうし）マルクに地上でスカウトされたのかい？","Saudações, camarada! Você que foi recrutada pelo camarada Mark na superfície?","你好，同志！是马克同志把你从地面上招募来的吗？"
"Fantastic!","Carl the ant","Fantastic!","Fantastisch!","Fantastique !","Fantastico!","Bikain!","Отлично!","すばらしい！","Fantástico!","太好了！"
"No? Well, it's good to have you anyway!","Carl the ant","No? Well, it's good to have you anyway!","Nein? Oh, wir freuen uns trotzdem, dass du hier bist.","Ah bon ? Peu importe, nous sommes heureuses de t'avoir parmi nous !","No? Beh, è comunque un piacere averti qui!","Ez? Berdin dio, ongi etorria zara!","Нет? Ну, все равно хорошо, что ты здесь!","ちがうって？　まあ とにかく、きみが来てくれて うれしいよ！","Não? Bom, de qualquer forma, ficamos felizes em recebê-la!","不是？没关系，总之有你在真是太好了！"
"There's tonnes of work to do to finish the Mech-Ant!","Carl the ant","There's tonnes of work to do to finish the Mech-Ant!","Es gibt noch so viel Arbeit, bis die Robomeise fertig ist!","Il reste encore une tonne de travail à faire pour terminer la fourmi-méca !","C'è un sacco di lavoro da fare per ultimare la Formecha!","Sekulako lan eskerga dago egiteko Inurri Mekanikoa bukatzeko!","Чтобы закончить мехмура, нам нужно проделать гору работы!","メカアントかんせいまで、まだ たくさんの さぎょうが のこってる！","Há muito trabalho a ser feito para terminar a Formiga-mecânica!","要完成机械蚁，还有大量的工作要做！"
"Let's see...","Carl the ant","Let's see...","Mal sehen …","Voyons voir...","Vediamo...","Ikus dezagun...","Давай-ка посмотрим...","ぐたいてきには……","Vamos ver…","我看看……"
"The mandibles need a final heat treatment up in the forge room...","Carl the ant","The mandibles need a final heat treatment up in the forge room...","Die Mandibeln brauchen noch eine letzte Hitzebehandlung in der Schmiede.","Les mandibules ont encore besoin d'un dernier traitement thermique à la forge...","Alle mandibole serve un ultimo trattamento termico nella forgia...","Barailek azken tratamendu bat behar dute forja-gelan...","Жвалы нужно обработать в кузнице...","てっこうじょに行って あごパーツに さいごの ねつしょりを する……","As mandíbulas precisam de um tratamento térmico na forja…","颚部要在锻造室里进行最后的高温处理……"
"Attach mandibles to Mech-Ant","Journal quest text","Attach mandibles to Mech-Ant","Bringe die Mandibeln an der Robomeise an","Fixe les mandibules à la fourmi-méca","Collega le mandibole alla Formecha","Erantsi barailak Inurri Mekanikoari","Прикрепить жвалы к мехмуру","メカアントに あごパーツを そうちゃくする","Anexe as mandíbulas na Formiga-mecânica","为机械蚁安装颚部"
"Put the mandibles through the forge","Journal quest text","Put the mandibles through the forge","Behandle die Mandibeln in der Schmiede","Travaille les mandibules à la forge","Fai passare le mandibole attraverso la forgia","Pasa barailak forjatik","Обработать жвалы в кузнечном горне","あごパーツを てっこうじょで しょりする","Trabalhe as mandíbulas na forja","让颚部通过锻造室"
"But to turn that back on we need to patch up the pipeworks.","Carl the ant","But to turn that back on we need to patch up the pipeworks.","Aber dazu müssen wir erst die Rohrleitungen reparieren.","Mais pour remettre ça en marche, il va falloir réparer la tuyauterie.","Ma per riaccenderla, serve un'aggiustatina alle tubazioni.","Baina berriro martxan jartzeko, aurrena hoditeria konpondu behar dugu.","Но чтобы его включить, нам нужно сначала залатать трубы.","でも そのためには、はいかん さぎょうじょを しゅうりしなきゃ。","Mas, para reativá-la, precisamos restaurar as tubulações.","但是我们需要修复管道系统才能重新打开它。"
"Reconnect the propellant pipes","Journal quest text","Reconnect the propellant pipes","Schließe die Treibstoffleitungen wieder an","Reconnecte les tuyaux propulseurs","Ricollega i tubi del combustibile","Birkonektatu propultsatzaile hodiak","Подсоединить топливные трубы","ねんりょうパイプを つなぎなおす","Reconecte os canos de propelente","重新连接燃料管道"
"We'll need that to supply the Mech-Ant too...","Carl the ant","We'll need that to supply the Mech-Ant too...","Die brauchen wir für die Robomeise auch.","On va aussi avoir besoin de ça pour alimenter la fourmi-méca...","Ne avremo bisogno anche per alimentare la Formecha...","Hori ere beharko dugu Inurri Mekanikoa hornitzeko...","Это нам понадобиться и для его подпитки...","パイプの ふっきゅうは、メカアントの どうりょくきょうきゅう にも ひつようだ……","Também precisamos disso para abastecer a Formiga-mecânica…","我们也需要它给机械蚁供能……"
"Reconnect the water pipes","Journal quest text","Reconnect the water pipes","Schließe die Wasserrohre wieder an","Reconnecte les tuyaux d'arrivée d'eau","Ricollega i tubi dell'acqua","Birkonektatu ur hodiak","Подсоединить водопровод","きゅうすいパイプを つなぎなおす","Reconecte os canos de água","重新连接水管道"
"Oh, and it still needs 3 more legs to be attached!","Carl the ant","Oh, and it still needs 3 more legs to be attached!","Ah, es müssen noch 3 weitere Beine angebracht werden!","Ah, et il faut encore lui fixer 3 pattes !","Ah! E ci sono ancora 3 zampe da attaccare!","O, eta beste 3 hankak lotu beharko zaizkio!","Осталось прикрепить еще 3 ноги!","足も まだ 3 本 たりないんだった！","Ah, e ainda falta anexar mais 3 patas!","对了，它还需要再安装 3 条腿！"
"I think we're waiting on deliveries for 2 of them from engineering.","Carl the ant","I think we're waiting on deliveries for 2 of them from engineering.","Ich glaube, 2 davon müssen erst noch aus dem Maschinenraum geliefert werden.","Je crois que le service technique doit nous en livrer 2.","Se non sbaglio, la sala macchine deve ancora consegnarcene 2.","Uste dut ingeniaritzakoek 2 hanka ekarri zain gaudela.","Мы ждем доставки 2 ног из инженерного отдела.","2 本は きかい こうじょう からの のうひんまちだ。","Acredito que a engenheira esteja com 2 delas para serem entregues.","我想我们正在等工程区再运送 2 条过来。"
"Connect Mech-Ant legs","Journal quest text","Connect Mech-Ant legs","Bringe die Beine an der Robomeise an","Connecte les pattes de la fourmi-méca","Connetti le zampe della Formecha","Erantsi hankak Inurri Mekanikoari","Прикрепить ноги мехмуру","メカアントの足を そうちゃくする","Conecte as patas da Formiga-mecânica","连接机械蚁腿"
"Well what are you waiting for, Comrade?","Carl the ant","Well what are you waiting for, Comrade?","Nun, worauf wartest du, Genossin?","Eh bien, qu'attends-tu, camarade ?","Beh, che cosa stai aspettando, compagna?","Beno, zeren zain zaude, burkide?","Товарищ, чего ты ждешь?","さあ、ぼーっとしてるヒマは ないぞ、同志（どうし）！","Bom, o que está esperando, camarada?","同志，你还在等什么呢？"
