"game_lang_code","context","EN","DE","FR","IT","ES","RU","JP","PB","CN"
"Could you help me repair it?","Generic ant","Could you help me repair it?","Hilfst du mir bei der Reparatur?","Konpontzen lagunduko didazu?","Mi aiuteresti a ripararlo?","¿Me puedes ayudar a repararlo?","Сможешь помочь мне ее починить?","しゅうりを てつだってくれる？","Pode me ajudar a consertar o mecanismo?","你能帮我修好它吗？"
"Could you help me repair the drawbridge?","Generic ant","Could you help me repair the drawbridge?","Würdest du mir bei der Reparatur der Zugbrücke helfen?","Zubi altxagarria konpontzen lagunduko didazu?","Mi aiuteresti a riparare il ponte mobile?","¿Me puedes ayudar a reparar el puente levadizo?","Поможешь мне починить подъемный мост?","はねばしの しゅうりを てつだってくれる？","Pode me ajudar no reparo da ponte levadiça?","你能帮我修好这座吊桥吗？"
"Outstanding work!","Generic ant","Outstanding work!","Glänzende Arbeit!","Lan paregabea!","Un lavoro formicabile!","¡Muy buen trabajo!","Ты молодец!","すばらしい！","Excelente trabalho!","干得漂亮！"
"Now that the rest of the colony can get through, we can start fixing this place up.","Generic ant","Now that the rest of the colony can get through, we can start fixing this place up.","Der Weg für den Rest der Kolonie ist frei und wir können hier alles in Ordnung bringen.","Orain, koloniako beste kideak hemendik igaro daitezkenez, leku hau konpontzen has gaitezke.","Ora che il resto della colonia può passare, finalmente possiamo dedicarci alle riparazioni.","Ahora que el resto de la colonia puede atravesarlo, podremos empezar a arreglar este sitio.","Проход наконец-то восстановлен, и мы можем приняться за починку.","すの みんなが とおれるように なったぞ。これで このあたりも ふっこうできる。","Agora que o resto da colônia pode atravessar, podemos começar as restaurações.","这样蚁群的其他蚁就可以通过了，我们可以开始整修这里了。"
"G'day Comrade!","Generic ant","G'day Comrade!","Hey, Genossin!","Egun on, burkide!","Salve, compagna!","¡Buenas, camarada!","Доброго дня, товарищ!","やあ、同志（どうし）よ！","Dia, camarada!","你好，同志！"
"Everyone here is getting really thirsty from all the hard work they've been doing.","Generic ant","Everyone here is getting really thirsty from all the hard work they've been doing.","Die schwere Arbeit hat uns alle ganz schön durstig gemacht.","Mundu guztia egarriz dago, egindako lan gogorraren ondorioz.","A furia di sgobbare, stiamo tutti morendo di sete.","Nos está entrando mucha sed a todas del trabajo que hemos estado haciendo.","После такой тяжелой работы всех мучает жажда.","ここらのアリは みんな、いっしょうけんめい はたらいたから、のどが カラッカラなんだ。","Com todo esse trabalho, todo mundo aqui tá começando a ficar com sede.","大家在这里工作得很辛苦，都开始口渴了。"
"Do you think you could turn the water back on so we can have a drink?","Generic ant","Do you think you could turn the water back on so we can have a drink?","Meinst du, du kannst das Wasser wieder anstellen, damit wir was trinken können?","Saia zaitezke ur-emaria berrezartzen, tragoxka bat hartu ahal dezagun?","Non è che riapriresti l'acqua, così possiamo farci una bevuta?","¿Crees que podrías volver a encender el surtidor de agua para que podamos beber?","Как думаешь, ты сможешь включить воду, чтобы мы могли попить?","ポンプを しゅうりして、水を ながしてくれる？","Será que poderia reativar a bomba d'água para podermos matar a sede?","你能把水重新打开吗？这样我们就能喝水了。"
"Have you been down to the water pump yet?","Generic ant","Have you been down to the water pump yet?","Warst du schon unten bei der Wasserpumpe?","Jaitsi zara ur-ponpara dagoeneko?","Sei già stata giù alla pompa dell'acqua?","¿Has bajado ya al surtidor de agua?","Ты уже была у водяного насоса?","きゅうすいポンプの ようすは見てくれた？","Já foi verificar a bomba d'água?","你下去过水泵那里吗？"
"Many thanks Comrade! The ants around these chambers are now comfortably hydrated!","Generic ant","Many thanks Comrade! The ants around these chambers are now comfortably hydrated!","Vielen Dank, Genossin. Die Ameisen in diesen Kammern sind jetzt angenehm hydriert.","Milesker, burkide! Ganbera hauetako inurriak orain behar bezain hidrataturik daude!","Molte grazie, compagna! Tutte le formiche nei paraggi hanno potuto reidratarsi!","¡Muchas gracias, camarada! ¡Las hormigas de estas cámaras ya están bien hidratadas!","Товарищ, спасибо тебе большое! Муравьи в этих камерах восстановили водный баланс!","ありがとう！　これで このあたりの アリたちも、しっかり水分ほきゅうが できる！","Muchas gracias, camarada! As formigas dessas câmaras agora estão devidamente hidratadas!","非常感谢你，同志！那些巢室里的蚂蚁都开心地喝上水了！"
"Oh, um, hello Comrade...","Nurse ant","Oh, um, hello Comrade...","Oh, äh, hallo, Genossin.","O, zera, kaixo burkide...","Oh, ehm... Salve, compagna...","Ah, hola, camarada...","О, привет, товарищ...","ああ。ごきげんよう、同志（どうし）よ……","Ah, hum, olá, camarada…","哦，呃，你好，同志……"
"I'm sorry if I seem distracted, its just...","Nurse ant","I'm sorry if I seem distracted, its just...","Tut mir leid, wenn ich verwirrt erscheine, aber …","Barkatu distraitua banago, baina...","Scusa se sembro distratta, ma...","Perdona si me ves distraída, es que...","Извини, у меня тут проблема...","ぼんやりしてたら ごめんなさい。じつは……","Desculpe a minha distração. Acontece que…","抱歉啊，我可能看上去有点心烦意乱的，只是……"
"It appears that a few larvae have gone missing in the chaos.","Nurse ant","It appears that a few larvae have gone missing in the chaos.","In dem ganzen Chaos scheinen ein paar Larven verloren gegangen zu sein.","Anabasa honetan larba gutxi batzuk galdu direla dirudi.","Pare che durante l'incursione siano sparite alcune larve.","Parece que han desaparecido unas cuantas larvas con el caos.","Кажется, в этой суматохе потерялось несколько личинок.","幼虫（ようちゅう）が なんびきか、ヒアリに おそわれて ゆくえふめいに なってしまったようで。","Algumas larvas desapareceram no meio de todo o caos.","在那场混乱中，有些幼虫好像失踪了。"
"The fire ants have spread us thin and we don't have the antpower to search for them.","Nurse ant","The fire ants have spread us thin and we don't have the antpower to search for them.","Die Feuerameisen haben uns zugesetzt und wir haben nicht genügend Ameisenkräfte, um sie zu suchen.","Suzko inurriek gure kolonia urritu dute, eta ez daukagu larben bila joateko nahikoa kide.","Le formiche rosse ci hanno quasi decimate e non c'è nessuno disponibile per cercarle.","Las hormigas rojas nos han dispersado y no tenemos los efectivos suficientes para buscarlas.","Мы бросили все силы на устранение последствий набега огненных муравьев и не можем сейчас отправиться на их поиски.","わたしたちは ヒアリのひがいに たいおうするため バラバラになっています。アリ海せんじゅつを とろうにも、数がたりなくて。","As formigas-de-fogo nos separaram e no momento não podemos organizar um grupo de busca.","那些火蚁们给我们制造了了太多麻烦，我们已经没有蚁力去寻找他们了。"
"Would you keep an eye out for any that might be hidden about the nest?","Nurse ant","Would you keep an eye out for any that might be hidden about the nest?","Würdest du die Augen nach ihnen aufhalten? Ein paar von ihnen könnten im Nest versteckt sein.","Baduzu inguruan begiratzerik, ea habian zehar gordetakoak aurkitzen dituzun?","Ti spiacerebbe dare un'occhiata in giro, per vedere se sono nascoste nel formicaio?","¿Te importaría estar pendiente por si ves alguna oculta por la colonia?","Не поищешь потерявшихся личинок в муравейнике?","幼虫（ようちゅう）たちは、すの中に かくされているかも しれません。ちゅういして見てくれませんか？","Poderia ir atrás das larvas escondidas pelo ninho e trazê-las pra cá?","你能不能注意一下，看看他们有没有藏在蚁穴里？"
"Return the ant larvae to the nursury","Journal quest text","Return the ant larvae to the nursery","Bringe die Ameisenlarven in die Kinderstube","Bueltatu inurri-larbak kumetegira","Riporta le larve di formica alla nursery","Lleva las larvas de hormiga de vuelta al criadero","Вернуть личинки муравьев в камеру для хранения кладки","アリの幼虫（ようちゅう）を ほいくしつに かえす","Devolva a larva de formiga ao berçário","把蚂蚁幼虫带回幼儿园"
"Oh you found some already?","Nurse ant","Oh you found some already?","Oh, du hast schon welche gefunden?","O, dagoeneko aurkitu duzu larbarik?","Oh, ne hai già trovate alcune?","Ah, ¿has encontrado alguna ya?","О, ты уже нашла несколько личинок?","もう見つけてくれたのですか？","Ah, já encontrou algumas?","哦，你已经找到一些了？"
"That's excellent!","Nurse ant","That's excellent!","Das ist großartig!","Bikain!","Fantastico!","¡Excelente!","Замечательно!","すばらしい！","Excelente!","那可太好了！"
"Hello again Comrade.","Nurse ant","Hello again Comrade.","Ah, hallo, Genossin.","Kaixo berriro, burkide.","Salve ancora, compagna.","Hola de nuevo, camarada.","И снова здравствуй, товарищ!","こんにちは、同志（どうし）よ。","Olá de novo, camarada.","又见面了，同志。"
"Have you found any of the missing larvae?","Nurse ant","Have you found any of the missing larvae?","Hast du schon einige der Larven gefunden?","Aurkitu duzu galdutako larbarik?","Hai trovato qualche larva scomparsa?","¿Has encontrado alguna de las larvas desaparecidas?","Ты еще не нашла пропавших личинок?","ゆくえふめいの幼虫（ようちゅう）は見つかりましたか？","Encontrou mais alguma larva perdida?","你找到失踪的幼虫了吗？"
