"game_lang_code","context","EN","DE","FR","IT","ES","RU","JP","PB","CN"
"Now I just need to find a way to fix this gearbox...","Generic ant","Orain engranaje-kaxa hori konpontzeko modua bilatu behar dut...","Jetzt muss ich nur dieses Getriebe irgendwie reparieren …","Bon, il ne me reste plus qu'à trouver un moyen de réparer cette boîte de vitesses...","Adesso devo solo capire come riparare questa trasmissione...","Ahora tengo que encontrar una forma de arreglar la caja de cambios...","Осталось только придумать, как починить этот редуктор...","あとは この はぐるまボックスを なんとかできれば……","Agora só preciso achar uma forma de consertar essa transmissão…","现在我只要想办法修好这个变速箱就可以了……"
"You here to help with the elevator?","Generic ant","Igogailuarekin laguntzera zatoz?","Bist du hier, um mit dem Aufzug zu helfen?","Tu es venue aider pour l'ascenseur ?","Sei qui per aiutarmi con l'ascensore?","¿Has venido a ayudar con el ascensor?","Ты пришла помочь с подъемником?","エレベーターしゅうりの てつだいに 来てくれたのかい？","Tá aqui pra ajudar com o elevador?","你是来这里帮忙修升降机的吗？"
"It's been broken down since the attack, but I can't reach the part we need to fix it.","Generic ant","Erasoalditik ez du funtzionatzen, eta ezin dut konpondu ahal izateko beharrezko pieza eskuratu.","Der ist seit dem Überfall kaputt, aber ich komm nicht an das Teil ran, das repariert werden muss.","Il est cassé depuis la dernière attaque, mais je ne peux pas atteindre les pièces nécessaires pour le réparer.","Si è rotto durante l'incursione e non riesco a prendere il pezzo che serve per ripararlo.","Lleva roto desde el ataque, pero no soy capaz de alcanzar la parte que tenemos que arreglar.","Его сломали во время вторжения. Мне не достать деталь, которая нужна, чтобы его починить.","ヒアリの こうげきで こわされてしまったんだ。でも しゅうりにつかう ぶひんに、足が とどかないんだ。","Ele tá quebrado desde o ataque, e eu não consigo alcançar a peça necessária pra consertá-lo.","自从遭受攻击后它就坏了，但是我到不了需要修理的地方。"
"If you can get me the brass cog from the other side of this chamber","Generic ant","Ganbararen beste aldean dagoen letoizko engranajea ekartzen badidazu...","Bring mir das Zahnrad von der anderen Seite dieser Kammer,","Si tu réussis à récupérer le rouage en cuivre à l'autre bout de cette pièce,","Se riesci a recuperare l'ingranaggio dall'altro lato della sala,","Si me traes el engranaje de latón del otro lado de esta cámara,","Если тебе удастся добраться до медной шестеренки на другом конце камеры,","このへやの はんたいがわから どうのはぐるま を とってきてくれたら","Se puder pegar pra mim a engrenagem de latão do outro lado da câmara,","你要是能去巢室的另一边帮我把黄铜齿轮拿过来就好了"
"we should be able to get it running.","Generic ant","...berriro martxan jarri ahalko dugu.","dann sollte er wieder funktionieren.","on devrait pouvoir le faire fonctionner.","dovrei poterlo rimettere in funzione.","deberíamos de poder arreglarlo.","мы сможем починить подъемник.","エレベーターを もういちど うごかせるはずなんだ。","vamos poder consertá-lo.","我们应该能让它运转起来。"
"Without that elevator, we're stuck up here.","Generic ant","Igogailurik gabe, hemen goian harrapaturik gaude.","Ohne Aufzug stecken wir hier oben fest.","Sans cet ascenseur, nous sommes coincées ici.","Senza quell'ascensore siamo bloccati quassù.","Sin el ascensor, estamos atrapadas aquí.","Без него нам отсюда не выбраться.","エレベーターが うごかないと この下には 行けない。","Sem aquele elevador, estamos presas aqui.","没有升降机，我们就被困在这里了。"
"Fix the elevator with a brass cog","Generic ant","Konpondu igogailua letoizko engranajearekin","Repariere den Aufzug mit einem Zahnrad","Répare l'ascenseur avec un rouage en cuivre","Ripara l'ascensore con un ingranaggio","Arregla el ascensor con un engranaje de latón","Починить подъемник с помощью медной шестеренки","どうのはぐるま で エレベーターを直す","Conserte o elevador com a engrenagem de latão","用一个黄铜齿轮修好升降机"
"There's no way down from here without that elevator.","Generic ant","Ez dago behera jaisteko modurik igogailurik gabe.","Von hier kommt man nur mit diesem Aufzug runter.","On n'a aucun moyen de descendre d'ici sans cet ascenseur.","Da qui non si può scendere senza quell'ascensore.","No hay forma de bajar sin el ascensor.","Без подъемника нам не спуститься вниз.","エレベーターが うごかないかぎり この下には行けないんだ。","Não tem como descer daqui sem aquele elevador.","没有升降机，就没办法从这里下去。"
"Thanks Comrade. I'll deliver the cog back to the main shaft.","Generic ant","Eskerrik asko, burkide. Engranajea berriro ardatz nagusira eramango dut.","Danke, Genossin. Ich bringe das Zahnrad zurück zum Hauptschacht.","Merci, camarade. Je vais apporter le rouage au conduit principal.","Grazie, compagna. Ora devo solo rimettere l'ingranaggio al suo posto.","Gracias, camarada. Llevaré el engranaje de vuelta al eje principal.","Спасибо, товарищ. Я отнесу шестеренку в главную шахту.","同志（どうし）よ、ありがとう。はぐるまは わたしが メインシャフトに もどしておく。","Valeu, camarada. Vou colocar a engrenagem de volta no eixo.","谢谢你，同志。我会把齿轮送回主竖井。"
"Just pop it into the gearbox and we should be good.","Generic ant","Hartu eta koka ezazu engranaje-kaxan, eta funtzionatu beharko luke.","Einfach rein ins Getriebe, das sollte reichen.","Place-le simplement dans la boîte de vitesses et ça devrait marcher.","Inseriscilo nella trasmissione e dovremmo essere a posto.","Debería de bastar con colocarlo en la caja de cambios.","Просто вставь ее в коробку передач, и все заработает.","はぐるまボックスに入れておいてくれ。","É só encaixar ela na caixa de transmissão e partir pro abraço.","把它装到变速箱上应该就可以了。"
"Thanks again for fixing the elevator!","Generic ant","Milesker berriro igogailua konpontzeagatik!","Danke noch mal, dass du den Aufzug repariert hast!","Merci encore d'avoir réparé l'ascenseur !","Grazie ancora per aver riparato l'ascensore!","¡Gracias por arreglar el ascensor!","Спасибо тебе еще раз за починку подъемника!","あらためて エレベーターを直してくれて ありがとう！","Valeu por ajudar no conserto do elevador!","再次感谢你修好升降机！"
"Oh, you fixed the drawbridge already?","Generic ant","O, dagoeneko zubi altxagarria konpondu duzu?","Oh, du hast die Zugbrücke schon repariert?","Ah, tu as déjà réparé le pont-levis ?","Oh, hai già riparato il ponte mobile?","Ah, ¿ya has arreglado el puente levadizo?","О, ты уже починила подъемный мост?","はねばしを もう直したのかい？","Ah, já consertou a ponte levadiça?","哦，你已经把吊桥修好了？"
"Oh, thank goodness you're here!","Generic ant","Oi, eskerrak laguntzera etorri zarela!","Ein Glück, dass du hier bist!","Oh, dieu merci, tu es là !","Oh, grazie al cielo sei qui!","¡Menos mal que estás aquí!","Ох, как хорошо, что ты здесь!","ああ！　きみが来てくれて本当に よかった！","Ah, ainda bem que chegou!","啊，谢天谢地你在这里！"
"The fire ants hit this place pretty hard.","Generic ant","Suzko inurriek inguru hau guztiz suntsitu dute.","Die Feuerameisen haben hier ganz schön gewütet.","Les fourmis rouges ont causé de vilains dégâts ici.","Le formiche rosse ci hanno inferto un duro colpo.","Las hormigas rojas destrozaron esta zona.","Огненные муравьи нанесли большой урон.","このあたりは ヒアリに たくさん こうげきされた。","As formigas-de-fogo fizeram um estrago aqui.","火蚁们把这里毁得很惨。"
"Luckily this drawbridge kept them out of the living quarters.","Generic ant","Zorionez, zubi altxagarri honi esker ezin izan dira bizitegira iritsi.","Zum Glück hat sie diese Zugbrücke vom Wohnbereich fern gehalten.","Heureusement, ce pont-levis les a empêchées de s'en prendre aux quartiers résidentiels.","Per fortuna il ponte mobile le ha tenute lontane dagli alloggi.","Por suerte, el puente levadizo las mantuvo alejadas de los dormitorios.","К счастью, этот подъемный мост не дал им пробраться в жилые помещения.","この はねばしが あったおかげで、生活エリアは ぶじだった。","Por sorte, essa ponte levadiça manteve elas longe dos aposentos.","幸运的是，这座吊桥把他们挡在了生活区外面。"
"But they damaged the control mechanism, and now I'm stuck on the wrong side.","Generic ant","Baina kontrol-mekanismoa hondatu dute, eta orain okerreko aldean harrapaturik nago.","Aber der Kontrollmechanismus wurde beschädigt und jetzt stecke ich auf der falschen Seite fest.","Mais elles ont endommagé le mécanisme de contrôle, et me voilà bloquée du mauvais côté.","Purtroppo hanno danneggiato il meccanismo, bloccandomi dal lato sbagliato.","Aunque dañaron el mecanismo de control y ahora estoy atrapada en el lado equivocado.","Но они повредили панель управления, и теперь я застряла на этой стороне.","でも はしの せいぎょそうちを こわされた。そのせいで、わたしは ここから うごけなくなっちゃったんだ。","Mas elas danificaram o mecanismo de controle, e acabei ficando presa do lado errado.","但是他们毁掉了控制装置，所以我被困在这个地方了。"
"Could you help me repair it?","Generic ant","Konpontzen lagunduko didazu?","Hilfst du mir bei der Reparatur?","Tu peux m'aider à le réparer ?","Mi aiuteresti a ripararlo?","¿Me puedes ayudar a repararlo?","Сможешь помочь мне ее починить?","しゅうりを てつだってくれる？","Pode me ajudar a consertar o mecanismo?","你能帮我修好它吗？"
"Could you help me repair the drawbridge?","Generic ant","Zubi altxagarria konpontzen lagunduko didazu?","Würdest du mir bei der Reparatur der Zugbrücke helfen?","Tu peux m'aider à réparer le pont-levis ?","Mi aiuteresti a riparare il ponte mobile?","¿Me puedes ayudar a reparar el puente levadizo?","Поможешь мне починить подъемный мост?","はねばしの しゅうりを てつだってくれる？","Pode me ajudar no reparo da ponte levadiça?","你能帮我修好这座吊桥吗？"
"Outstanding work!","Generic ant","Lan paregabea!","Glänzende Arbeit!","Excellent travail !","Un lavoro formicabile!","¡Muy buen trabajo!","Ты молодец!","すばらしい！","Excelente trabalho!","干得漂亮！"
"Now that the rest of the colony can get through, we can start fixing this place up.","Generic ant","Orain, koloniako beste kideak hemendik igaro daitezkenez, leku hau konpontzen has gaitezke.","Der Weg für den Rest der Kolonie ist frei und wir können hier alles in Ordnung bringen.","Maintenant que le reste de la colonie peut passer, nous allons pouvoir commencer à remettre cet endroit en état.","Ora che il resto della colonia può passare, finalmente possiamo dedicarci alle riparazioni.","Ahora que el resto de la colonia puede atravesarlo, podremos empezar a arreglar este sitio.","Проход наконец-то восстановлен, и мы можем приняться за починку.","すの みんなが とおれるように なったぞ。これで このあたりも ふっこうできる。","Agora que o resto da colônia pode atravessar, podemos começar as restaurações.","这样蚁群的其他蚁就可以通过了，我们可以开始整修这里了。"
