Context Note (not to translate),Speaker,English,Japanese,Korean,Simplified Chinese,Russian,Italian,French,German,Portuguese,Spanish,Traditional Chinese,Polish,Norwegian,Basque,File name,Line number
,Bomboman,We must all help out now.,今は助け合わねえとな。,이젠 서로가 서로를 도와야 해.,现在我们都应该出一份力。,Теперь мы все должны помогать.,Ora tutti dobbiamo aiutare.,Ahora todos debemos ayudar.,Wir alle müssen jetzt helfen.,Todos devemos ajudar.,Ahora todos debemos ayudar.,現在我們都應該出一份力。,Musimy wszyscy się sprężyć.,Vi må alle hjelpe nå.,Orain guztiok lagundu behar diagu.,Vellie/bomboCheck,404
,Bomboman,Must build new houses for refugees.<nl>Then keep Vellie safe.,まずは避難民の家を建て、<nl>次に村の守りを固める。,"피난민들이 살아갈 집도 새로 짓고,<nl>벨리를 안전하게 지켜야지.",必须为难民们修建新房。<nl>还要保证Vellie的安全。,Будем строить новые дома для беженцев.<nl>И охранять Веллье.,Dobbiamo costruire nuove case.<nl>E tenere Vellie al sicuro.,Hay que construir casas nuevas para los<nl>refugiados y mantener Vellie a salvo.,Müssen neue Häuser für Flüchtlinge bauen.<nl>Dann Vellie beschützen.,Devo construir novas casas para os refugiados.<nl>Depois manter Vellie em segurança.,Hay que construir casas nuevas para los<nl>refugiados y mantener Vellie a salvo.,必須為難民們修建新房。<nl>還要保證Vellie的安全。,Trzeba zbudować nowe domy dla uchodźców.<nl>A potem zapewnić bezpieczeństwo w Vellie.,Vi må bygge nye hus for flyktningene.,Etxe berriak eraiki beharra zagok errefuxiatuentzat.<nl>Eta Vellie babesturik mantendu.,Vellie/bomboCheck,404
,Bomboman,"If pirates come here,<nl>we must be ready.",海賊が来るなら、<nl>準備しとかねえと。,혹시 해적이 올지도 모르니<nl>대비도 해야 해.,如果海盗们袭击这里，<nl>我们必须做好准备。,"Если пираты сюда явятся,<nl>мы должны быть готовы.","Se pirati vengono qua,<nl>dobbiamo essere pronti.","Si vienen los piratas,<nl>debemos estar preparados.","Wir müssen bereit sein,<nl>wenn Piraten kommen.","Se os piratas aparecerem,<nl>devemos estar prontos.","Si vienen los piratas,<nl>debemos estar preparados.",如果海盜們襲擊這裡，<nl>我們必須做好準備。,"Jeśli piraci tu przyjdą,<nl>musimy być przygotowani.","Hvis piratene kommer hit, må vi være klare.","Piratak hona etortzen badituk,<nl>gertu egon behar diagu.",Vellie/bomboCheck,404
,Bomboman,I play song to keep spirits up!,歌でも聴いて、元気を出しな！,그래서 모두가 기운 낼 수 있도록 연주하고 있어!,我演奏歌曲是为了振奋士气！,"Сыграю песню, чтобы всех подбодрить!",Io suona canzone per portare allegria!,¡Voy a tocar la canción de la alegría!,Ich spiele ein Lied zur Aufmunterung!,Toco uma música para animar as coisas!,¡Voy a tocar la canción de la alegría!,我演奏歌曲是為了振奮士氣！,Zagram piosenkę dla podtrzymania ducha!,Jeg spiller en sang for å holde motet oppe!,Adorea emateko abestia joko diat!,Vellie/bomboCheck,404
,Bomboman,There you go. Song for morale!,どうだい、士気があがったろ！,"자, 연주를 들으니 의욕이 샘솟지?",听好了。士气之歌！,"Вот так. Песня, подымающая дух!",Ecco. Canzone per morale!,Vamos allá. ¡Canción para la moral!,Bitte sehr! Ein Lied für Moral!,Aqui vai. Música para moral!,Vamos allá. ¡Canción para la moral!,聽好了。士氣之歌！,Bardzo proszę. Piosenka dla podniesienia morale!,Værsågod! En sang for mot!,Hori izan duk dena. Adorearen abestia!,Vellie/bomboCheck,420
,Bomboman,Hmm... Must find new song to play.,むう...新曲を書かねえと。,흐음… 새 곡을 만들어야겠어.,嗯……要找首新歌来演奏了。,Хмм... Надо сыграть какую-нибудь новую песню.,Mmh... devo trovare nuova canzone.,Mmm... Tengo que encontrar una nueva canción.,Hmm ... Brauche ein neues Lied.,Humm... Tenho que encontrar uma nova música para tocar.,Mmm... Tengo que encontrar una nueva canción.,嗯……要找首新歌來演奏了。,Hmm... Trzeba wykombinować nową piosenkę.,Hmm... Må finne en ny sang å spille.,Mmm... Abesti berri bat behar diat.,Vellie/bomboCheck,442
,Bomboman,More cheerful one!,楽しい曲をさ！,더 발랄하게 말이야!,更加欢快的歌！,Более радостную!,Canzone più allegra!,¡Más alegre!,Ein fröhlicheres Lied!,Uma mais alegre!,¡Más alegre!,更加歡快的歌！,Weselszą!,En glad sang!,Alaiago bat!,Vellie/bomboCheck,442
,Bomboman,Little Otus is doing his best to help too.,オータス坊も必死で手伝ってる。,"꼬마 오투스, 모두를 도우고자 최선을 다하고 있지?",小Otus也在尽力帮忙。,Малыш Отус тоже старается помочь.,Anche piccolo Otus fa del suo meglio per aiutare.,El pequeño Otus también está haciendo todo lo posible para ayudar.,Der kleine Otus hilft auch so gut er kann.,O pequeno Otus está fazendo o melhor possível para ajudar também.,El pequeño Otus también está haciendo todo lo posible para ayudar.,小Otus也在盡他所能幫忙。,"Mały Otus robi co może, żeby pomóc.",Lille Otus gjør sitt beste for å hjelpe også.,Otus txikia ere laguntzeko ahal duen guztia egiten ari duk.,Vellie/bomboCheck,452
,Bomboman,Bomboman knows.,オレにはわかるぜ。,이 봄보맨은 다 안다고.,Bomboman是知道的。,Бомбомен знает.,Bombo lo sa.,Bomboman lo sabe.,Bomboman ist sich sicher.,Bomboman sabe.,Bomboman lo sabe.,Bomboman是知道的。,Bomboman wie.,Bomboman vet.,Bombomanek bazakik.,Vellie/bomboCheck,452
,Bomboman,You didn't get those bruises from playing.,そいつは遊びでこさえた傷じゃねえ。,그런 상처들은 놀면서 생길 수 있는 게 아니니까.,你身上的伤不是玩闹弄出来的。,Такие синяки не от детских игр.,Quelle ferite non te le sei fatte giocando.,Esas heridas no son de jugar.,Diese Prellungen hast du nicht vom Spielen.,Você não ganhou esses machucados brincando.,Esas heridas no son de jugar.,你身上的傷不是玩鬧弄出來的。,Te siniaki nie zrobiły się od zabawy.,Du fikk ikke de sårene av å leke.,Ez dituk zauri horiek jolasean egin.,Vellie/bomboCheck,452
,Bomboman,"Just stay safe, you hear?",とにかく、ムチャはすんなよ？,너무 무리하지만 마렴. 알겠지?,要注意安全，听到了吗？,"Береги себя, понял?","Ma stai attento, capito?","Ten cuidado, ¿vale?","Gib einfach auf dich acht, ja?","Se cuide, ouviu?","Ten cuidado, ¿vale?",要注意安全，聽到了嗎？,"Uważaj na siebie, słyszysz?","Bare vær trygg, hører du?","Kontuz ibili, entzun?",Vellie/bomboCheck,452
,Bomboman,Bomboman can't protect you outside Vellie.,村の外ではおまえを守ってやれねえ。,네가 벨리 밖에 있으면<nl>이 봄보맨은 너를 지켜줄 수 없어.,在Vellie外，Bomboman就无法保护你了。,"Бомбомен не сможет тебя защитить, когда улетишь из Веллье.",Bombo non può proteggerti fuori Vellie.,Bomboman no puede protegerte fuera de Vellie.,Bomboman kann dich außerhalb von Vellie nicht beschützen.,Bomboman não consegue te proteger fora de Vellie.,Bomboman no puede protegerte fuera de Vellie.,在Vellie外，Bomboman就無法保護你了。,Bomboman nie może cię chronić poza Vellie.,Bomboman kan ikke beskytte deg utenfor Vellie.,Bombomanek ezin hau Vellietik kanpo babestu.,Vellie/bomboCheck,467
,Bomboman,Let me play my song for you again.,もっかい歌を叩いてやるよ。,노래를 한 곡 들려주마.,让我再为你演奏一首歌吧。,Давай я снова сыграю тебе свою песню.,Lascia che ti suoni di nuovo mia canzone.,Déjame tocarte mi canción otra vez.,Lass mich nochmal mein Lied für dich spielen!,Deixe-me tocar uma música para você novamente.,Déjame tocarte mi canción otra vez.,讓我再為你演奏一首歌吧。,"Pozwól, że zagram ci moją piosenkę jeszcze raz.",La meg spille sangen til deg igjen.,Berriro joko diat nire abestia hiretzako.,Vellie/bomboCheck,467
,Bomboman,"Good luck, little Otus.",がんばれ、オータス坊。,"행운을 빌게, 꼬마 오투스.",祝你好运，小Otus。,"Удачи, малыш Отус.","Buona fortuna, piccolo Otus.","Buena suerte, pequeño Otus.","Viel Glück, kleiner Otus!","Boa sorte, pequeno Otus.","Buena suerte, pequeño Otus.",祝你好運，小Otus。,"Powodzenia, mały Otusie.","Lykke til, lille Otus.","Zorte on, Otus txikia.",Vellie/bomboCheck,481
,Bomboman,"Geddy didn't look happy<nl>when he dropped by, Otus.",ゲディがえらい剣幕で<nl>もどってきたぞ、オータス。,"게디가 잠시 들렀는데<nl>표정이 안 좋아 보이더라, 오투스.",Geddy路过的时候<nl>看起来可不太高兴，Otus。,"Гедди заходил, и видок у него<nl>был не сильно счастливый, Отус.","Geddy non era contento<nl>quando l'ho visto, Otus.","Geddy no parecía contento<nl>cuando lo vi, Otus.","Geddy sah nicht fröhlich aus,<nl>als er hier war, Otus.","Geddy não parecia muito feliz<nl>quando passou por aqui, Otus.","Geddy no parecía contento<nl>cuando lo vi, Otus.",Geddy路過的時候<nl>看起來可不太高興，Otus。,"Kiedy Geddy tu wpadł, nie wyglądał wcale<nl>na szczęśliwego, Otusie.","Geddy så ikke glad ut<nl>når han stakk innom, Otus.","Geddyk ez zirudian pozik<nl>bisitan etorri zenean, Otus.",Vellie/bomboCheck,507
,Bomboman,Hope you didn't do something bad.,何かヘマしてねえよなあ。,네 잘못은 아니길 바래.,希望你没做什么坏事。,"Надеюсь, ты ничего не натворил.",Spero tu non abbia fatto niente di male.,Espero que no hayas hecho nada malo.,Du hast hoffentlich nichts schlimmes getan!,Espero que você não tenha feito algo ruim.,Espero que no hayas hecho nada malo.,希望你沒做什麼壞事。,"Mam nadzieję, że nie zrobiłeś nic złego.",Håper du ikke gjorde noe slemt.,Espero diat ez huela ezer txarrik egingo.,Vellie/bomboCheck,507
,Bomboman,Friends are important.,友だちってのは大切だ。,친구는 소중한 거야.,朋友很重要。,Друзья — это очень важно.,Gli amici sono preziosi.,Los amigos son importantes.,Freunde sind wichtig!,Amigos são importantes.,Los amigos son importantes.,朋友很重要。,Przyjaciele to ważna rzecz.,Venner er viktig.,Lagunak garrantzitsuak dituk.,Vellie/bomboCheck,507
,Bomboman,Don't lose them.,なくしちゃいけねえ。,부디 잃지 마.,别失去他们。,Не теряй друзей.,Non perderli.,No los pierdas.,Verliere sie nicht!,Não os perca.,No los pierdas.,別失去他們。,Nie strać ich.,Ikke undervurder dem.,Ez itzak galdu.,Vellie/bomboCheck,507
,Bomboman,You going to Mesos?,メソスへ行くのか？,메소스로 가려는 거야?,你要去Mesos？,Собираешься в Мезос?,Stai andando a Mesos?,¿Vas a Mesos?,Du gehst nach Mesos?,Você está indo para Mesos?,¿Vas a Mesos?,你要去Mesos？,Ruszasz do Mesos?,Du drar til Mesos?,Mesosera hoa?,Vellie/bomboCheck,530
,Bomboman,That's where I grew up.,あそこはオレの故郷さ。,내가 메소스 출신이라서 말이야.,我就是在那长大的。,Я там вырос.,È dove sono cresciuto.,Yo crecí allí.,Dort bin ich aufgewachsen.,Foi lá que eu cresci.,Yo crecí allí.,我就是在那長大的。,Tam właśnie dorastałem.,Det er hvor jeg vokste opp.,Han hazi ninduan ni.,Vellie/bomboCheck,530
,Bomboman,Some hidden tunnels lead up there.,秘密のトンネルでつながってんだ。,그곳으로 가는 비밀 통로가 저기 있어.,有一些隐藏的管道可以通往那里。,Туда ведут тайные туннели.,Ci sono tunnel nascosti che arrivano là.,Algunos túneles ocultos llevan allí.,Ein paar geheime Tunnel führen dorthin.,Alguns túneis escondidos vão até lá.,Algunos túneles ocultos llevan allí.,有一些隱藏的管道可以通往那裡。,Prowadzi tam kilka ukrytych tuneli.,Noen gjemte tunneler går dit.,Ezkutuko tunel batzuk zeudek<nl>haraino heltzen direnak.,Vellie/bomboCheck,530
,Bomboman,You should find them in<nl>the east of the Tropos layer.,トロポスの東をさがしてみ。<nl>きっと見つかる。,트로포스 동쪽 지역에서<nl>찾을 수 있을 거야.,你可以在Tropos层<nl>的东部找到它们。,Ты найдешь их к<nl>востоку от Тропоса.,"A est di Tropos, mi pare si trovino.",Los encontrarás al este de<nl>la capa de Tropos.,Du solltest sie im Osten<nl>der Tropos-Schicht finden.,Você provavelmente vai encontrá-los<nl>no leste da camada Tropos.,Los encontrarás al este de<nl>la capa de Tropos.,你可以在Tropos層<nl>的東部找到它們。,Powinieneś je znaleźć po<nl>wschodniej stronie poziomu Tropos.,Du finner dem<nl>øst i Tropos.,Tropos geruzaren ekialdean<nl>aurkitu beharko hituzke.,Vellie/bomboCheck,530
,Bomboman,I play a song to guide you!,導きの歌を叩いてやるよ！,인도의 곡을 연주해줄게!,我奏一首歌来指引你！,Я сыграю тебе напутственную песню!,Suono canzone per guidarti!,¡Voy a tocar una canción para guiarte!,"Ich spiele ein Lied, um dich zu führen!",Eu tocarei uma música para te guiar!,¡Voy a tocar una canción para guiarte!,我奏一首歌來指引你！,"Zagram piosenkę, która cię poprowadzi!",Jeg spiller en sang for å vise deg veien!,Abesti bat joko diat hi gidatzeko!,Vellie/bomboCheck,530
,Bomboman,There you go! Song for guidence.,どうだい！導きの歌さ！,"자, 연주를 들으니 길을 알겠지?",听好了！指引之歌。,Вот так! Напутственная песня.,Ecco! Canzone fa da guida.,¡Vamos allá! Canción para guiarte.,Bitte sehr! Ein Lied zur Führung.,Aqui vai! Música de orientação.,¡Vamos allá! Canción para guiarte.,聽好了！指引之歌。,Bardzo proszę! Będziesz mieć piosenkę za przewodnika. ,Værsågod! En sang for finne veien!,Horra! Gidatzeko abestia.,Vellie/bomboCheck,547
,Professor,Confound it! <30>I can't make sense of it!,わからん！<30>なぜじゃ！,젠장! <30>이해가 가질 않는군!,真混乱！<30>我搞不懂它的意图！,Будь оно неладно! <30>Никак не могу понять!,Dannazione!<30> Non ha senso!,¡Maldita sea! <30>¡No tiene sentido!,Verflixt! <30>Ich werde einfach nicht schlau daraus!,Maldição! <30>Não consigo compreender!,¡Maldita sea! <30>¡No tiene sentido!,真紊亂！<30>我搞不懂它的意圖！,Ale to zagmatwane! <30>Nie widzę w tym sensu!,Søren heller! <30>Jeg forstår det ikke!,Mila deabru! <30>Ezin dut ulertu!,Vellie/professorCheck,30
,Professor,The only thing the pirates seems to have<nl>disturbed here in Vellie <30>is this ruin.,海賊どもがヴェリーで襲ったのは<nl><30>どうやらこの遺跡だけ。,이곳 벨리에서 해적들이 건드린 게<nl><30>이 유적 밖에 없다니.,海盗们在Vellie里<nl>唯一破坏的东西<30>就是这座废墟。,"Единственное, на что пираты<nl>напали в Веллье, — <30>эти руины.",L'unica cosa che i pirati sembrano aver<nl>toccato qui a Vellie è stata questa rovina.,Parece que lo único que han alterado los<nl>piratas aquí en Vellie <30>es esta ruina.,"Das Einzige, was die Piraten hier in<nl>Vellie zerstört zu haben scheinen, <30>ist diese Ruine.",A única coisa que os piratas parecem ter<nl>perturbado aqui em Vellie <30>é esta ruína.,Parece que lo único que han alterado los<nl>piratas aquí en Vellie <30>es esta ruina.,海盜們在Vellie裡<nl>唯一損毀的東西<30>就是這座廢墟。,"Wygląda na to, że w Vellie<nl>piratom chodziło tylko<30>o ruiny.",Det eneste piratene har rørt<nl>i Vellie<30> er denne ruinen.,Piratek Vellien gauza bakarra ukitu<nl>dutela dirudi... <30>hondakin hau.,Vellie/professorCheck,30
,Professor,Yet<10>.<10>.<10>.,しかるに<10>.<10>.<10>.,아무튼<10>…<10>…,可<10>.<10>.<10>.,Но<10>.<10>.<10>.,Eppure<10>.<10>.<10>.,Por ahora<10>.<10>.<10>.,Jedoch <10>.<10>.<10>.,Entretanto<10>.<10>.<10>.,Por ahora<10>.<10>.<10>.,可<10>.<10>.<10>.,Ale<10>.<10>.<10>.,Men<10>.<10>.<10>.,Aldiz<10>.<10>.<10>.,Vellie/professorCheck,39
,Professor,They destroyed <b>Advent<b> in minutes.,<b>アドヴェント<b>は一瞬で滅ぼしおった。,녀석들은 <b>어드벤트<b>를 순식간에 파괴했어.,他们在几分钟之内就摧毁了<b>Advent<b>。,<b>Адвент<b> они разрушили за считанные минуты.,Hanno distrutto <b>Advent<b> in pochi minuti.,Destruyeron <b>Adviento<b> en cuestión de minutos.,<b>Advent<b> haben sie in wenigen Minuten zerstört.,Eles destruíram <b>Advent<b> em minutos.,Destruyeron <b>Adviento<b> en cuestión de minutos.,他們在幾分鐘之內就摧毀了<b>Advent<b>。,<b>Advent<b> zniszczyli w kilka minut.,De ødela <b>Advent<b> på minutter.,<b>Abendu<b> erabat suntsitu zuten minutu gutxiren buruan.,Vellie/professorCheck,39
